Customer ID,frequency,monetary,recency,churn,segment,clv,churn_probability
12399,7,1962.3,119,1,At Risk,1370.6069407477378,0.38525138593626757
12400,1,205.25,414,1,Lost,0.0,0.6925467505606911
12401,1,84.3,303,1,Lost,0.0,0.6929276485920555
12402,6,1256.9,323,1,Lost,852.956102909598,0.4383195019164546
12403,2,1019.36,50,0,Promising,0.0,0.6436202559847638
12404,1,63.24,682,1,Lost,0.0,0.6929939442774906
12405,1,1710.39,149,1,At Risk,0.0,0.6877848793629341
12406,5,6390.36,22,0,Champion,5460.172488256845,0.47127152344119394
12407,5,1708.1200000000001,50,0,Loyal,3560.981726512524,0.48856065482198074
12408,8,4340.7699999999995,33,0,Loyal,4130.406274056965,0.3292888497093559
12409,7,23419.29,79,0,Promising,14688.14396337156,0.3132905122385703
12410,3,1013.71,309,1,Lost,0.0,0.5944277066586096
12411,1,346.9,410,1,Lost,0.0,0.6921003298925754
12412,6,2596.93,75,0,Promising,1996.2397690681248,0.4334445079098588
12413,4,999.45,67,0,Promising,1905.2992681747428,0.543295126019796
12414,6,952.41,217,1,Lost,1214.6711162567526,0.43942892586600746
12415,28,144458.37,24,0,Champion,94765.61539717409,0.0009459246272525267
12416,1,202.56,657,1,Lost,0.0,0.6925552248158878
12417,20,6797.41,3,0,Champion,3231.9000905083867,0.03716559766201306
12418,4,2021.2,113,1,At Risk,2775.6633804494263,0.5395417976046032
12419,2,503.01,386,1,Lost,0.0,0.645370638413136
12420,1,600.39,64,0,Promising,0.0,0.6913005398145994
12421,6,1098.6,16,0,Champion,1126.722379092219,0.4388961993279468
12422,17,5231.8,96,1,At Risk,2771.1970570425456,0.06883993108595757
12423,10,2622.39,1,0,Champion,2080.146291806765,0.24903407030597302
12424,4,3340.03,163,1,At Risk,149557.01743338318,0.5346905889663988
12425,2,1741.41,78,0,Promising,0.0,0.6411661286125869
12426,2,1345.21,195,1,Lost,0.0,0.6425136708999979
12427,3,825.8,22,0,Loyal,39010.685123135634,0.5950977877138195
12428,9,7956.46,26,0,Champion,4964.78579952348,0.27412488562007514
12429,8,6204.41,9,0,Champion,4922.877887977489,0.32322801911597665
12430,1,256.4,43,0,Promising,0.0,0.6923855889898001
12431,27,10432.22,36,0,Loyal,4774.877503576488,0.008404519246027585
12432,5,5059.32,43,0,Loyal,251972.0881699339,0.4761811803047747
12433,10,16794.14,1,0,Champion,15183.895882763318,0.21191074751920974
12434,3,1103.43,85,0,Promising,58485.024519257626,0.5941076437352524
12435,6,13925.93,80,0,Promising,9976.011879383826,0.39283105433745585
12436,1,509.01,100,1,At Risk,0.0,0.691588986761476
12437,39,12683.4,2,0,Champion,5669.959419175735,0.0006679690756986661
12438,2,2906.85,14,0,Promising,0.0,0.6371893999544275
12439,2,1142.88,683,1,Lost,0.0,0.6432009623358038
12440,2,859.2,462,1,Lost,0.0,0.6441635978874375
12441,1,173.55,367,1,Lost,0.0,0.6926466062060528
12442,1,172.06,3,0,Promising,0.0,0.6926512992924646
12443,1,485.31,732,1,Lost,0.0,0.691663772970059
12444,5,5005.46,21,0,Champion,10901.914000093248,0.47637995097283203
12445,2,434.98,22,0,Promising,0.0,0.6456009655927808
12446,1,1002.3100000000001,58,0,Promising,0.0,0.6900300832263654
12447,1,476.49,243,1,Lost,0.0,0.6916916022333007
12448,1,449.45,44,0,Promising,0.0,0.6917769113877691
12449,6,4835.89,22,0,Champion,5231.02603486906,0.4253283474293533
12450,5,688.2,156,1,At Risk,759.6468364452428,0.49233177061603983
12451,8,12669.88,11,0,Champion,9910.93041206936,0.30266589582192943
12452,2,430.57,17,0,Promising,0.0,0.6456158940719995
12453,1,707.09,134,1,At Risk,0.0,0.6909635454219263
12454,5,16679.78,56,0,Loyal,18914.90856538572,0.43357598235848244
12455,10,5879.95,73,0,Promising,2513.65777458693,0.24012994654435396
12456,3,3181.04,44,0,Loyal,233535.08600708382,0.5866742304023691
12457,8,2995.91,66,0,Promising,2466.4377679522136,0.333698227945213
12458,4,1777.49,71,0,Promising,2943.543234057758,0.5404374730616245
12459,1,454.36,605,1,Lost,0.0,0.6917614216817022
12460,1,326.65,456,1,Lost,0.0,0.6921641713381906
12461,2,826.88,94,1,At Risk,0.0,0.6442731983437934
12462,2,1189.59,19,0,Promising,0.0,0.6430423461161487
12463,4,1344.78,53,0,Loyal,3932.901173966738,0.54202710836132
12464,8,1212.05,10,0,Champion,1536.3941211615831,0.33959202402244615
12465,2,742.1899999999999,17,0,Promising,0.0,0.644560319126236
12466,1,56.73,682,1,Lost,0.0,0.6930144357751196
12467,1,132.8,423,1,Lost,0.0,0.6927749430299242
12468,5,3670.74,188,1,Lost,3242.580555950801,0.4813079749641129
12469,2,3070.54,523,1,Lost,0.0,0.6366293340067528
12470,1,211.95,690,1,Lost,0.0,0.6925256431151098
12471,79,39918.19,2,0,Champion,17863.359657090805,1.0499277192281141e-07
12472,19,16249.289999999999,32,0,Loyal,7583.479412099802,0.03971710991825984
12473,5,3928.0499999999997,29,0,Champion,15767.294632619642,0.4803576278318893
12474,31,12372.75,17,0,Champion,6380.796734670161,0.0035585434623903807
12475,2,1149.64,54,0,Promising,0.0,0.6431780089012484
12476,23,14083.91,16,0,Champion,9299.887025378903,0.018181694472957154
12477,9,20276.37,23,0,Champion,12948.810226624399,0.23938189782188357
12478,1,680.99,4,0,Promising,0.0,0.6910459967638388
12479,1,527.2,11,0,Promising,0.0,0.6915315807412004
12480,7,5464.85,28,0,Champion,4911.5455671646205,0.3730536546490492
12481,15,12185.51,23,0,Champion,5949.101927920997,0.09197640514584664
12482,29,23691.4,576,1,Lost,398.7049900801325,0.004566138430653444
12483,19,5097.18,17,0,Champion,2616.64243154822,0.046510656448585916
12484,12,6354.1,33,0,Loyal,3423.4879126916176,0.17125288586926118
12485,1,708.1,529,1,Lost,0.0,0.690960354531698
12486,1,1037.28,432,1,Lost,0.0,0.6899194080304157
12487,1,285.29999999999995,731,1,Lost,0.0,0.6922945111620942
12488,3,1298.66,10,0,Loyal,201128.1662683868,0.5934109133707304
12489,1,334.93,336,1,Lost,0.0,0.6921380681686666
12490,21,9823.64,5,0,Champion,4531.931755717898,0.029080729116901044
12491,1,460.40000000000003,39,0,Promising,0.0,0.6917423665429573
12492,3,715.21,63,0,Promising,18200.37399743977,0.5954919826841505
12493,2,433.74,166,1,At Risk,0.0,0.6456051631983699
12494,9,1815.27,16,0,Champion,1123.1608468771012,0.2925702935552481
12495,1,357.4,641,1,Lost,0.0,0.6920672240273997
12496,2,45.34,620,1,Lost,0.0,0.6469188552738362
12497,3,6248.5,82,0,Promising,225225.9526374197,0.5756276031515488
12498,3,403.70000000000005,21,0,Loyal,0.0,0.5966016877890079
12499,1,393.72,560,1,Lost,0.0,0.6919526940282549
12500,19,5955.21,23,0,Champion,3076.395652972643,0.04595090356614349
12501,1,2169.39,337,1,Lost,0.0,0.6863247337630459
12502,5,3723.87,96,1,At Risk,6461.057492876491,0.48111173364975307
12503,1,1126.0,584,1,Lost,0.0,0.6896385239652113
12504,4,779.05,18,0,Loyal,1128.0764528028108,0.5441041208649673
12505,1,955.2,409,1,Lost,0.0,0.6901791454316547
12506,1,73.5,233,1,Lost,0.0,0.6929616473753036
12507,4,1844.06,134,1,At Risk,2314.795735120525,0.5401928427402573
12508,2,397.88,26,0,Promising,0.0,0.6457265455396891
12509,1,176.5,284,1,Lost,0.0,0.6926373144073138
12510,9,5178.02,143,1,At Risk,3022.826659344455,0.28238004466266214
12511,1,3084.02,429,1,Lost,0.0,0.6834041508751962
12512,2,132.18,66,0,Promising,0.0,0.6466253266348011
12513,1,612.29,113,1,At Risk,0.0,0.6912629656998527
12514,2,1597.76,267,1,Lost,0.0,0.6416549650739398
12515,1,383.7,353,1,Lost,0.0,0.6919842930461623
12516,4,2648.62,78,0,Promising,3404.3349171753052,0.5372347614944815
12517,5,2481.6,28,0,Champion,8398.504603935316,0.4857015865426788
12518,5,2056.89,1,0,Champion,8521.149911577855,0.4872713679806611
12519,2,716.54,64,0,Promising,0.0,0.6446472586823266
12520,5,2634.26,79,0,Promising,3826.626395856652,0.48513740333212546
12521,1,599.68,143,1,At Risk,0.0,0.6913027815515235
12522,2,192.72,39,0,Promising,0.0,0.646420629406177
12523,23,4352.35,19,0,Champion,2094.235247981925,0.020938407160751262
12524,17,11126.11,9,0,Champion,5953.034359047415,0.06345566224410482
12525,3,973.73,498,1,Lost,15466.02978755785,0.5945703036116298
12526,3,1316.66,1,0,Loyal,184282.092479953,0.5933466565910783
12527,5,735.51,82,0,Promising,556.1470218777596,0.49215682105787706
12528,6,1933.48,9,0,Champion,2464.6246302770123,0.4358565722625227
12529,1,316.48,528,1,Lost,0.0,0.6921962311581062
12530,9,3759.26,60,0,Loyal,2343.6561341964675,0.286653058098773
12531,2,1933.2,15,0,Promising,0.0,0.6405130159949097
12532,1,349.83000000000004,30,0,Promising,0.0,0.6920910919784673
12533,2,1367.89,628,1,Lost,0.0,0.6424365929723613
12534,1,1089.18,131,1,At Risk,0.0,0.6897551116384419
12535,2,716.35,92,1,At Risk,0.0,0.644647902643433
12536,3,12601.830000000002,43,0,Loyal,0.0,0.5525180759807029
12537,1,732.94,409,1,Lost,0.0,0.6908818718568221
12538,2,640.45,29,0,Promising,0.0,0.644905106248699
12539,7,11214.75,22,0,Champion,4821.403254283805,0.35338102927394477
12540,33,22254.49,20,0,Champion,10370.95488360985,0.0020276787014510663
12541,3,981.18,30,0,Loyal,64147.582833266584,0.5945437328518577
12542,2,481.88,484,1,Lost,0.0,0.6454421848571128
12543,1,980.25,448,1,Lost,0.0,0.6900998888712895
12544,1,372.7,36,0,Promising,0.0,0.6920189805156339
12545,2,1000.39,75,0,Promising,0.0,0.6436846309400909
12546,2,1161.5,47,0,Promising,0.0,0.6431377369380291
12547,3,383.58,198,1,Lost,11639.381275706863,0.5966733282616156
12548,1,95.19999999999999,166,1,At Risk,0.0,0.6928933328797743
12549,6,1575.68,576,1,Lost,294.1247579678193,0.4371586722991713
12550,1,964.83,79,0,Promising,0.0,0.6901486780637016
12551,1,168.0,358,1,Lost,0.0,0.6926640869632091
12552,2,437.82,39,0,Promising,0.0,0.645591351637418
12553,12,4608.75,8,0,Champion,3754.193352569384,0.17494899760226637
12554,1,468.5,449,1,Lost,0.0,0.6917168114410871
12555,1,129.23,682,1,Lost,0.0,0.6927861848596214
12556,2,599.56,50,0,Promising,0.0,0.6450436361971664
12557,8,18096.14,16,0,Champion,10518.140909297037,0.2859944440677423
12558,1,269.96,8,0,Promising,0.0,0.6923428567603631
12559,2,561.71,311,1,Lost,0.0,0.6451718453596985
12560,3,2134.01,5,0,Loyal,141960.5724919229,0.590425528890615
12561,1,238.85,303,1,Lost,0.0,0.6924408901858788
12562,9,4966.92,8,0,Champion,4501.327823260168,0.283013383439552
12563,1,249.24,409,1,Lost,0.0,0.6924081512847075
12564,1,456.9,261,1,Lost,0.0,0.6917534085075601
12565,1,145.92,289,1,Lost,0.0,0.6927336265519096
12566,1,351.65,86,0,Promising,0.0,0.6920853536744911
12567,15,11767.48,23,0,Champion,6536.725876490699,0.09249425206012861
12568,1,70.0,645,1,Lost,0.0,0.6929726650497094
12569,32,4124.69,2,0,Champion,4839.710066873826,0.0032634485318767926
12570,1,77.52,682,1,Lost,0.0,0.6929489925175872
12571,2,519.61,40,0,Promising,0.0,0.6453144260441573
12572,2,1020.42,9,0,Promising,0.0,0.643616658707093
12573,5,717.41,227,1,Lost,788.9468441168242,0.4922237535537476
12574,1,218.45,316,1,Lost,0.0,0.692505164972568
12575,2,622.8199999999999,457,1,Lost,0.0,0.6449648373525905
12576,8,2142.72,36,0,Loyal,1551.1112811806938,0.3365107886608685
12577,8,1617.1,35,0,Loyal,1323.7929333379661,0.3382493077704843
12578,4,4642.45,21,0,Loyal,8365.346006238851,0.5298932898004942
12579,1,440.42,78,0,Promising,0.0,0.6918053974393719
12580,2,1052.9,247,1,Lost,0.0,0.6435064248354363
12581,1,197.71,40,0,Promising,0.0,0.6925705033492849
12582,4,1980.4,239,1,Lost,2025.181989749117,0.5396917624607078
12583,27,13591.58,3,0,Champion,6137.785072477037,0.008023780638101396
12584,9,2338.15,4,0,Champion,2763.66955407078,0.2909716875797574
12585,2,2040.1,234,1,Lost,0.0,0.6401487575112397
12586,4,2062.67,17,0,Loyal,2391.2701745026134,0.5393893627538527
12587,1,144.0,8,0,Promising,0.0,0.6927396730588867
12588,4,958.78,39,0,Loyal,30310.27325642474,0.5434444256403171
12589,8,4695.66,29,0,Champion,3987.700824574229,0.3281302308002812
12590,2,9864.26,211,1,Lost,0.0,0.6130732182215526
12591,3,1338.95,317,1,Lost,38877.21185830371,0.5932670808513697
12592,5,2582.66,92,1,At Risk,23933.904371555545,0.4853280964912589
12593,3,418.09999999999997,109,1,At Risk,21289.612265200023,0.596550411759767
12594,15,5090.110000000001,38,0,Loyal,2951.8969211021026,0.10112745828451263
12595,1,299.02,505,1,Lost,0.0,0.6922512675864081
12596,2,618.27,51,0,Promising,0.0,0.6449802521906733
12597,4,3811.22,19,0,Loyal,11924.13212603824,0.5329557142060617
12598,11,4534.09,10,0,Champion,2563.1487653601753,0.2073538023324744
12599,13,2296.72,29,0,Champion,1216.6286796795662,0.15114623111174186
12600,21,4967.42,29,0,Champion,2318.09896534346,0.031179507875428707
12601,6,681.26,190,1,Lost,750.2701065503346,0.44041738404550296
12602,1,153.12,59,0,Promising,0.0,0.6927109515610789
12603,1,739.1999999999999,22,0,Promising,0.0,0.6908620914742805
12604,2,254.18,79,0,Promising,0.0,0.6462127665537949
12605,4,1232.95,376,1,Lost,1416.9858311762137,0.5424377974931756
12606,1,21.0,682,1,Lost,0.0,0.6931268893673931
12607,1,1579.51,60,0,Promising,0.0,0.6882005470037817
12608,1,415.79,405,1,Lost,0.0,0.6918830878524659
12609,9,3435.86,78,0,Promising,1920.790777203779,0.28763246810580145
12610,5,2099.54,23,0,Champion,5104.911716443954,0.4871137163746721
12611,1,1193.32,52,0,Promising,0.0,0.6894252981242712
12612,1,704.0400000000001,74,0,Promising,0.0,0.6909731811680226
12613,10,6817.37,57,0,Loyal,3556.0893197625956,0.23760835439677702
12614,1,315.6,278,1,Lost,0.0,0.6921990051753224
12615,8,5740.98,2,0,Champion,3663.1803372684813,0.3247297251382092
12616,3,1131.1,95,1,At Risk,50852.94585908015,0.5940089189264801
12617,1,352.98,29,0,Promising,0.0,0.6920811602609682
12618,1,177.31,22,0,Promising,0.0,0.6926347630725219
12619,10,3781.38,16,0,Champion,2741.191681560025,0.24584100696686662
12620,3,1339.41,15,0,Loyal,98069.9527173521,0.5932654385907264
12621,35,24311.2,2,0,Champion,12418.176259381062,0.0012961565471503128
12622,1,180.1,232,1,Lost,0.0,0.6926259750514056
12623,7,3747.84,276,1,Lost,1525.5047032136035,0.379014094290169
12624,2,641.13,106,1,At Risk,0.0,0.6449028022926405
12625,4,5164.88,212,1,Lost,7247.908174073165,0.5279673816170424
12626,9,6620.48,23,0,Champion,7109.391485047592,0.2780754929550452
12627,7,4478.53,11,0,Champion,11123.335612279567,0.3764729882976579
12628,3,786.46,4,0,Loyal,135582.90992192444,0.5952380281305989
12629,2,1558.22,386,1,Lost,0.0,0.6417894668497345
12630,2,1270.88,10,0,Promising,0.0,0.6427662295472022
12631,6,3481.57,57,0,Loyal,2731.7339094973913,0.4302331953013597
12632,2,804.88,521,1,Lost,0.0,0.6443477939656502
12633,7,5678.16,59,0,Loyal,3279.937821423904,0.37231581333155656
12634,2,490.0,536,1,Lost,0.0,0.6454146912052193
12635,4,2930.41,90,0,Promising,4917.000192742649,0.5361980889188995
12636,1,141.0,739,1,Lost,0.0,0.6927491205934868
12637,12,8283.81,67,0,Promising,5681.030356916707,0.1672387700746846
12638,2,921.49,33,0,Promising,0.0,0.6439523234464009
12639,3,1312.37,239,1,Lost,47962.592139523054,0.5933619714136232
12640,3,1174.58,24,0,Loyal,104708.09918964721,0.5938537696882185
12641,1,185.9,115,1,At Risk,0.0,0.6926077055996885
12642,3,1013.26,25,0,Loyal,135621.1620761609,0.594429311765527
12643,12,8304.82,128,1,At Risk,4058.728538079766,0.16719548252585592
12644,4,1918.49,130,1,At Risk,1882.3250589668814,0.539919305693426
12645,8,3539.3,34,0,Loyal,2219.5358050375667,0.33191306315801095
12646,2,1346.97,5,0,Promising,0.0,0.6425076898078476
12647,36,16955.55,22,0,Champion,7745.273744022547,0.0011728777724270137
12648,4,1112.0,155,1,At Risk,1354.0102825727788,0.5428819143583995
12649,8,2294.65,107,1,At Risk,1443.5377230715,0.3360090921943438
12650,1,314.44,3,0,Promising,0.0,0.6922026618131676
12651,4,377.75,335,1,Lost,524.4802402933274,0.5455765223906004
12652,2,1017.03,331,1,Lost,0.0,0.6436281631513638
12653,3,4160.83,149,1,At Risk,118769.57569318388,0.5831546952961174
12654,5,601.98,11,0,Champion,1449.8149106227238,0.4926506118334294
12655,1,261.35,424,1,Lost,0.0,0.6923699902175062
12656,8,6407.83,17,0,Champion,4507.304789549301,0.32257000061795904
12657,4,1643.18,11,0,Loyal,269241.897684027,0.540930973765228
12658,1,686.05,19,0,Promising,0.0,0.6910300128947575
12659,1,91.68,30,0,Promising,0.0,0.6929044148845024
12660,1,245.1,11,0,Promising,0.0,0.6924211966612785
12661,1,162.0,436,1,Lost,0.0,0.692682984456869
12662,20,6726.54,1,0,Champion,3692.1844497348247,0.03720313732175888
12663,2,239.4,625,1,Lost,0.0,0.6462627587988892
12664,11,6070.04,8,0,Champion,3152.7169951199276,0.20364361659223354
12665,3,313.6,325,1,Lost,6111.510210141042,0.5969224710968096
12666,1,1248.42,394,1,Lost,0.0,0.6892507173798045
12667,1,620.13,58,0,Promising,0.0,0.691238209606091
12668,10,11383.03,12,0,Champion,6062.966403210773,0.2255891621285635
12669,3,2744.0299999999997,151,1,At Risk,161046.44505007536,0.5882411995535295
12670,7,3760.29,10,0,Champion,2683.1488923437264,0.37897074108825846
12671,1,2622.481,606,1,Lost,0.0,0.6848797567736721
12672,2,437.05,330,1,Lost,0.0,0.6455939582496146
12673,3,1230.02,5,0,Loyal,42521.22462859295,0.5936559165333706
12674,4,1970.6,39,0,Loyal,6240.011476846778,0.5397277823617215
12675,2,957.25,554,1,Lost,0.0,0.6438310077901301
12676,11,2843.09,25,0,Champion,2050.483303351011,0.21149597347954285
12677,2,395.1,555,1,Lost,0.0,0.6457359547645731
12678,21,34281.18,42,0,Loyal,16960.47349469954,0.020431691676801676
12679,4,1113.02,59,0,Loyal,1098.0266615712048,0.5428781692996582
12680,4,880.81,1,0,Loyal,4178.124515912325,0.5437306317577817
12681,45,29834.76,15,0,Champion,13472.716481862974,0.00014806156622642299
12682,52,22950.22,4,0,Champion,10305.067831368835,3.799017760942722e-05
12683,21,11633.7,4,0,Champion,5866.3389925432575,0.02833404427381015
12684,7,2283.63,8,0,Champion,3817.3354324480474,0.3841260562668957
12685,6,2863.08,28,0,Champion,10519.368083390116,0.4324777617273946
12686,1,89.14,372,1,Lost,0.0,0.6929124114200622
12687,2,2138.91,481,1,Lost,0.0,0.6398119218000479
12688,1,4873.8099999999995,114,1,At Risk,0.0,0.6776471253148434
12689,2,1247.61,26,0,Promising,0.0,0.6428452801151672
12690,1,389.01,206,1,Lost,0.0,0.6919675476828421
12691,7,1170.4,28,0,Champion,1207.5690557204127,0.38802992058075786
12692,1,110.95,637,1,Lost,0.0,0.6928437444783355
12693,7,1703.02,127,1,At Risk,1064.489641456439,0.38616030637815696
12694,3,1843.35,70,0,Promising,57706.85446472038,0.591465061601895
12695,7,1407.1200000000001,7,0,Champion,694.6247698958733,0.3871985703211786
12696,2,851.91,435,1,Lost,0.0,0.644188320350206
12697,3,957.59,29,0,Loyal,83417.83956768097,0.5946278657467015
12698,1,339.75,590,1,Lost,0.0,0.6921228722794512
12699,1,638.11,418,1,Lost,0.0,0.6911814306413445
12700,4,4939.99,8,0,Loyal,16847.464394042672,0.5287965311061066
12701,6,2446.41,80,0,Promising,1693.2901253529803,0.4339914719400646
12702,1,219.0,20,0,Promising,0.0,0.692503432171866
12703,4,1006.53,71,0,Promising,689.2540671629176,0.54326913453526
12704,8,2340.84,7,0,Champion,5186.969103534131,0.33585663889019085
12705,14,11762.1,15,0,Champion,7607.280404052265,0.11159235614436733
12707,1,603.42,292,1,Lost,0.0,0.6912909728642034
12708,18,5117.66,30,0,Champion,2524.384177002034,0.05668695167594714
12709,34,30291.76,15,0,Champion,13831.264879054299,0.0014617712556356834
12710,3,1149.02,97,1,At Risk,53917.4715781772,0.5939449774456917
12711,2,1339.05,612,1,Lost,0.0,0.642534604372929
12712,21,6723.03,29,0,Champion,3171.8496582438875,0.03040436062905346
12713,1,848.55,1,0,Promising,0.0,0.6905164539787568
12714,12,14093.71,9,0,Champion,7378.827821479302,0.15560708939325432
12715,1,343.36,106,1,At Risk,0.0,0.6921114908531852
12716,2,1053.49,4,0,Promising,0.0,0.6435044222938054
12717,3,1308.91,151,1,At Risk,49837.729569668816,0.593374323096316
12718,1,238.25,71,0,Promising,0.0,0.692442780727369
12719,2,644.95,5,0,Promising,0.0,0.6448898593558021
12720,30,7787.28,3,0,Champion,4704.850692162131,0.004687768081264699
12721,8,4013.08,32,0,Loyal,3170.176286755369,0.33036051431291286
12722,4,997.63,85,0,Promising,3978.9797004758675,0.5433018074085265
12723,5,725.07,4,0,Champion,126245.68547059357,0.49219542739149835
12724,7,2317.52,5,0,Champion,1628.495354546392,0.38400744216394184
12725,4,2266.76,371,1,Lost,2057.3030029825504,0.5386390647390941
12726,11,4014.6,28,0,Champion,2393.166359423026,0.2086199046067734
12727,10,5679.53,11,0,Champion,3334.8295694306826,0.2406714304922887
12728,5,1070.17,71,0,Promising,1442.1180874009458,0.4909193256685382
12729,1,453.01,114,1,At Risk,0.0,0.6917656806052067
12730,1,829.25,522,1,Lost,0.0,0.6905774736241352
12731,17,25775.71,24,0,Champion,14036.536874649795,0.05173002023576603
12732,1,236.26000000000002,180,1,At Risk,0.0,0.6924490509770715
12733,4,2424.87,234,1,Lost,1953.0552571676258,0.5380576828928602
12734,3,639.65,353,1,Lost,24306.18802082406,0.5957612434022096
12735,2,779.5699999999999,315,1,Lost,0.0,0.6444336041670876
12736,1,234.0,333,1,Lost,0.0,0.6924561718779988
12737,2,3710.5,499,1,Lost,0.0,0.6344361620238991
12738,1,155.35,372,1,Lost,0.0,0.6927039284236965
12739,4,2726.73,78,0,Promising,3275.2274385361957,0.5369474357666768
12740,1,427.6,64,0,Promising,0.0,0.6918458369230508
12741,2,406.07,529,1,Lost,0.0,0.6456988249014102
12742,1,1201.52,626,1,Lost,0.0,0.6893993203745437
12743,2,540.13,134,1,At Risk,0.0,0.6452449338834302
12744,11,25317.06,52,0,Loyal,18921.273528296755,0.16131974238356875
12745,3,925.41,487,1,Lost,27628.990499836345,0.5947426256087758
12746,1,254.55,541,1,Lost,0.0,0.6923914187211537
12747,26,8898.48,2,0,Champion,4113.935895481668,0.010571583256821324
12748,336,53539.64,1,0,Champion,23555.124214760217,4.14974205018767e-31
12749,9,6897.36,4,0,Champion,5796.8497785764575,0.2772538649437843
12750,1,275.88,129,1,At Risk,0.0,0.6923241997675151
12751,1,268.27,445,1,Lost,0.0,0.6923481827122387
12752,1,4366.78,81,0,Promising,0.0,0.6792836132058118
12753,6,21429.39,23,0,Champion,26700.974393332057,0.36668992524228067
12754,3,3010.74,236,1,Lost,234200.07317934718,0.5872850788610587
12755,11,5236.259999999999,281,1,Lost,2916.8333798466083,0.2056515034965374
12756,1,112.07999999999998,87,0,Promising,0.0,0.6928401865359465
12757,13,7834.650000000001,16,0,Champion,12553.483626758214,0.14093151280444136
12758,7,9903.24,117,1,At Risk,5113.79233079869,0.3578274582262919
12759,8,5020.74,52,0,Loyal,2888.6309773357957,0.327070766549105
12760,1,347.8,456,1,Lost,0.0,0.6920974923244085
12761,2,782.95,458,1,Lost,0.0,0.6444221452618336
12762,2,1898.52,8,0,Promising,0.0,0.6406311522778603
12763,2,494.08,138,1,At Risk,0.0,0.6454008762983015
12764,1,1693.88,317,1,Lost,0.0,0.6878373308867191
12765,6,1404.58,472,1,Lost,468.4125979713041,0.43778164404707187
12766,9,8918.99,4,0,Champion,8476.611248557238,0.2713003504248737
