Customer ID,frequency,monetary,recency,churn,predicted_purchases,clv,churn_probability
12738,1,155.35,8,0,,0.0,0.72800225
12739,2,1713.69,21,0,8.28477039125861,0.0,0.10076848
12741,2,406.07,165,1,2.5524924121076213,0.0,0.3319826
12742,1,1201.52,261,1,0.5045560138077063,0.0,0.6848599
12744,4,4037.77,95,1,1.9806588714798068,0.0,0.62831527
12745,3,925.41,122,1,2.5087038860174666,27349.62886677159,0.2568954
12746,1,254.55,176,1,0.7108494089319588,0.0,0.42432052
12747,16,5080.53,5,0,14.060662879276949,4680.703437593294,0.001260972
12748,144,22879.66,1,0,86.43151526573989,19468.03847911472,0.011487473
12749,4,2806.48,35,0,4.646941562296335,138082.65740122937,0.13485253
12751,1,268.27,80,0,,0.0,0.4564285
12755,10,5218.709999999999,1,0,8.500494529374032,6766.93254776552,0.03837289
12758,5,7111.650000000001,95,1,3.9610827428826796,8278.552114950025,0.5447785
12759,5,3489.3,22,0,3.9905774328862984,5338.993437658413,0.020737745
12760,1,347.8,91,1,,0.0,0.4492987
12761,2,782.95,93,1,3.8878171298009705,0.0,0.5051342
12763,1,320.08,5,0,,0.0,0.67004746
12765,6,1404.58,108,1,6.3865873687111865,2427.60340661275,0.18126343
12766,3,3078.65,2,0,11.720243003625608,388968.3589641289,0.5430941
12767,1,949.82,11,0,,0.0,0.33740413
12768,1,168.69000000000003,86,0,,0.0,0.60020584
12770,1,1895.0,92,1,,0.0,0.72366804
12771,1,282.3,121,1,0.9665598419954099,0.0,0.7621429
12773,1,124.25,200,1,0.6372798064081154,0.0,0.69608
12774,1,98.7,171,1,0.728367119538934,0.0,0.6257508
12775,2,300.08,24,0,6.6686396639169505,0.0,0.26906255
12776,1,55.5,303,1,0.4412783161929112,0.0,0.5281012
12777,1,519.45,93,1,,0.0,0.31496808
12778,3,953.45,32,0,3.252314129053922,28161.529778193457,0.25527102
12779,7,2740.91,7,0,5.788099884646719,3123.76862218496,0.033121236
12780,1,337.4,234,1,0.5557906675348226,0.0,0.525273
12782,6,2287.32,10,0,10.55559009811894,6377.792860586969,0.18600017
12784,1,1230.33,165,1,0.7505627767635243,0.0,0.62070197
12785,2,788.45,171,1,1.2855070311903993,0.0,0.45730326
12786,1,728.5,245,1,0.5337111482373955,0.0,0.74867874
12787,1,398.52,49,0,,0.0,0.5509533
12788,4,444.9,99,1,6.344137848403761,1571.1225806298582,0.25785217
12789,2,181.5,148,1,1.4208631198366743,0.0,0.49170402
12790,1,266.93,46,0,,0.0,0.4644894
12791,6,863.51,9,0,5.508091818813922,1772.712213500724,0.12827343
12792,1,426.47,170,1,0.7319747816500582,0.0,0.5206457
12793,2,471.85,7,0,7.4429993235976,0.0,0.31182036
12796,1,381.0,264,1,0.4994404470512108,0.0,0.54386383
12797,2,552.08,1,0,5.580113143883296,0.0,0.2290854
12798,1,1533.8899999999999,57,0,,0.0,0.58771247
12799,1,219.35,165,1,0.7505627767635243,0.0,0.46944445
12800,3,584.25,106,1,1.4911017354635194,0.0,0.62418157
12801,1,1071.82,136,1,0.8802056250616863,0.0,0.47236633
12802,6,1988.84,78,0,8.544082787408595,3136.6986125689104,0.33317876
12803,1,1092.81,29,0,,0.0,0.47236633
12804,2,327.02,101,1,3.0541899404930715,0.0,0.39537945
12805,4,1434.95,17,0,3.6349859318860713,3702.7344837176875,0.19708954
12806,4,2878.96,71,0,4.856617488953335,6453.993177092559,0.23888426
12807,1,330.35,19,0,,0.0,0.525273
12808,3,422.45,4,0,6.757651123715135,23718.422442373358,0.27150613
12809,2,1266.63,201,1,1.6284237587548123,0.0,0.28013608
12810,2,534.99,170,1,1.4911017341837898,0.0,0.09748542
12811,2,519.05,14,0,5.403703125840088,0.0,0.53383887
12813,3,1687.8,137,1,2.4322390378613203,52868.781039467525,0.28916898
12817,2,524.94,35,0,5.032476768525596,0.0,0.10412589
12819,1,540.52,94,1,,0.0,0.5168833
12820,7,1747.18,33,0,5.81690396113627,2118.85248796149,0.040001895
12821,1,128.07999999999998,247,1,0.5298838145463578,0.0,0.776644
12823,13,4742.0,30,0,9.895751388879615,5607.947758531629,0.011676688
12825,2,518.63,157,1,1.6600544397994808,0.0,0.53383887
12826,6,1481.03,1,0,5.072794048639108,1568.383898748251,0.029713696
12829,1,92.30000000000001,186,1,0.6782258491035404,0.0,0.5948441
12831,2,236.06,99,1,,0.0,0.42584983
12835,41,6043.31,63,0,32.89914036836274,5145.334104557049,0.019760858
12836,11,3972.76,25,0,8.457325050492775,3932.351312060487,0.0021616295
12837,1,554.31,205,1,0.6238290969103353,0.0,0.44759
12838,9,2715.35,9,0,11.803950218528325,4481.448013868001,0.005942038
12839,13,4480.31,3,0,11.32244063764633,4304.244978501998,0.1644358
12840,3,1315.2,73,0,2.567405126875916,45047.099381318614,0.18143173
12841,17,3518.33,5,0,32.03829885333075,6689.08631734169,0.0007768395
12842,2,799.0,40,0,1.2664575212758677,0.0,0.45730326
12843,22,4886.15,18,0,17.98141830393062,4689.213378728113,0.001393485
12844,2,322.64,78,0,1.9654752715890405,0.0,0.52053165
12846,1,15.58,318,1,0.4223606857653652,0.0,0.834846
12847,1,765.36,23,0,,0.0,0.5965461
12848,1,208.0,311,1,0.4309829437614596,0.0,0.44487804
12849,4,2039.67,17,0,4.800340307480494,6558.765418870629,0.0671279
12850,1,330.0,81,0,,0.0,0.525273
12851,1,148.95,113,1,,0.0,0.84659445
12853,5,1950.4,63,0,3.6563748392521376,4900.216828043193,0.110576645
12854,4,1669.52,197,1,3.139173934260201,3131.2825874261257,0.32173496
12855,4,612.84,8,0,12.558666904902807,43459.095623100664,0.2578554
12857,4,2581.6,72,0,3.5417531400621414,7338.197320229646,0.14291598
12858,1,177.92,19,0,,0.0,0.46038717
12859,1,575.1,94,1,,0.0,0.71169835
12860,1,55.47,329,1,0.409487207202467,0.0,0.5281012
12861,1,68.25,255,1,0.5151081022475819,0.0,0.5285245
12862,2,1008.3199999999999,61,0,3.1479374334155743,0.0,0.40649897
12863,5,2271.35,15,0,6.2585291288836515,4604.15425132073,0.014124518
12864,1,152.45,144,1,0.84017228003556,0.0,0.72800225
12865,2,1755.24,14,0,3.5635948335116296,0.0,0.10076848
12866,2,668.23,110,1,3.018235978571145,0.0,0.41396588
12867,6,3876.47,33,0,5.046839249500381,5461.300329397587,0.0147246085
12868,3,640.0,9,0,14.655465107193285,74857.09302230939,0.32970768
12869,1,337.66999999999996,317,1,0.42357125426660025,0.0,0.525273
12870,3,1676.95,11,0,3.0071881944752143,66454.97631514349,0.28916898
12871,1,363.38,75,0,,0.0,0.5452247
12872,11,3085.52,1,0,9.40290528247557,2890.30080623872,0.00749587
12873,2,1653.3,33,0,1.469732787151264,0.0,0.26235124
12874,2,948.42,21,0,2.3109256438178822,0.0,0.23537414
12875,3,1013.76,107,1,2.4055766565709313,25668.761773647093,0.40404135
12876,2,1863.77,30,0,1.9883389858222442,0.0,0.105048105
12877,8,1419.4,37,0,7.551895092017068,1546.2506995220137,0.031837013
12880,2,640.13,17,0,2.1198567528429284,0.0,0.3591413
12887,1,222.4,19,0,,0.0,0.46944445
12889,4,385.46000000000004,17,0,7.315020302487794,1825.905274086718,0.36361668
12890,1,336.8,23,0,,0.0,0.525273
12891,8,509.5,94,1,8.268055050560042,738.7347196779675,0.49099624
12892,1,263.38,32,0,,0.0,0.43285277
12894,1,157.35,211,1,0.608419218709774,0.0,0.6141613
12897,2,297.75,17,0,2.431460710968388,0.0,0.26906255
12898,2,310.96000000000004,99,1,1.5686458052292989,0.0,0.2660196
12899,1,366.4,49,0,,0.0,0.5452247
12900,1,340.33,58,0,,0.0,0.48926947
12903,1,833.53,64,0,,0.0,0.3780022
12905,2,1018.42,212,1,1.4655322809506544,0.0,0.3566467
12907,2,508.91,31,0,3.1673818111386356,0.0,0.1116078
12908,3,1026.0,16,0,2.9466193371076583,31420.67893925683,0.19363466
12909,3,924.52,60,0,2.735421432970448,26385.409496371256,0.2568954
12910,5,2721.48,15,0,4.301853102599351,6388.084328767792,0.13552035
12911,1,1680.47,187,1,0.6751274347302779,0.0,0.84373415
12913,9,4217.2300000000005,4,0,7.5580765889707555,4244.391914925179,0.04517806
12914,1,223.98,36,0,,0.0,0.46944445
12915,3,811.1,8,0,3.416895638317605,31127.146027423118,0.2027976
12916,3,1647.87,78,0,2.4944456130236987,47647.40647512056,0.31372535
12917,5,3765.2,36,0,3.1233950080614803,6023.067452357858,0.01595225
12918,1,10953.5,262,1,0.502839220800001,0.0,0.8748241
12920,3,323.86,207,1,1.30513836217954,0.0,0.76426727
12921,39,19333.95,2,0,25.543045819411176,17293.26460239441,0.029570788
12923,2,612.9,26,0,2.1111292730984306,0.0,0.42736748
12924,8,1535.7,29,0,5.8753808090140724,1775.177016505287,0.0566773
12925,1,35.28,228,1,0.5686218127534676,0.0,0.7085087
12926,4,1548.46,47,0,3.163143528966,3192.73867868605,0.2655702
12927,1,197.31,30,0,,0.0,0.4973114
12928,7,2242.19,14,0,9.095582073397246,4831.0234645241435,0.005006188
12931,42,50291.38,16,0,27.341542742455207,44284.514139479754,0.008848718
12932,8,1698.56,175,1,6.980651264939522,2025.949634443434,0.1068686
12933,5,1079.5,16,0,3.1312645931751337,2521.740751261548,0.020350251
12934,1,181.65,372,1,0.3658917877740536,0.0,0.5343248
12935,8,2083.16,11,0,8.504287000834339,3108.638686962517,0.01006241
12937,5,1593.34,99,1,3.980697185732287,2543.094672638714,0.2296029
12939,12,13683.0,15,0,9.433453178795812,16298.374652695782,0.0043861372
12941,1,377.49,360,1,0.37709557223765383,0.0,0.54386383
12942,1,258.75,1,0,,0.0,0.42432052
12943,2,496.5,194,1,1.8790473457122154,0.0,0.1116078
12945,1,437.16,292,1,0.4562648675384695,0.0,0.45949948
12946,1,324.45,72,0,,0.0,0.6672731
12947,1,304.04,9,0,,0.0,0.45993513
12948,2,252.48000000000002,366,1,1.266457491904822,0.0,0.5249715
12949,14,11359.48,18,0,9.402905282475569,10320.88464428862,0.00018844388
12951,9,2149.65,22,0,8.384334069871374,2535.762597214275,0.01284972
12953,1,498.96000000000004,158,1,0.7782304531823224,0.0,0.5748805
12954,1,162.45,274,1,0.48311323438758247,0.0,0.67523146
12956,3,413.82,320,1,2.2398418208248922,12178.052156173932,0.3027815
12957,5,4689.43,177,1,3.1391739342602047,9799.361582914193,0.5120142
12958,2,539.49,36,0,2.043813988914534,0.0,0.10685299
12959,1,150.95,120,1,0.9729232052166134,0.0,0.84659445
12960,4,1322.07,49,0,3.7786636700662752,2992.700317853986,0.16599622
12961,1,211.99,15,0,,0.0,0.33252218
12963,5,1744.96,1,0,8.602616574917848,3973.2901935439554,0.071418546
12964,1,132.24,73,0,,0.0,0.73161715
12967,2,2646.02,7,0,10.075385955836333,0.0,0.2792082
12969,1,122.45,238,1,0.5475535129711564,0.0,0.69608
12970,6,1072.73,16,0,2.178688689307104,26645.840150720716,0.014425653
12971,33,4782.88,2,0,28.318289299146826,4407.986998318484,0.03628712
12972,4,1161.2,49,0,3.7786636700662752,2279.036698198981,0.1405828
12973,1,385.55,49,0,,0.0,0.51831025
12974,1,264.15,201,1,0.6345434608934603,0.0,0.4644894
12975,6,2100.09,72,0,4.010485800222482,2985.379201021031,0.018640682
12976,7,2417.7799999999997,14,0,5.926146901122192,3653.948169505491,0.047388986
12977,3,478.39,137,1,2.866391589087637,0.0,0.24026786
12978,5,2502.82,21,0,4.0509044591118935,2831.464853765741,0.13232803
12979,1,517.7,365,1,0.37234499523183257,0.0,0.5853738
12980,12,8870.880000000001,22,0,10.281151589288399,8519.585210007195,0.001986164
12982,7,2354.27,30,0,8.535336500411422,3212.9159122310716,0.047388986
12983,1,490.08000000000004,234,1,0.5557906675348226,0.0,0.27728927
12986,10,2729.84,64,0,6.587258221824884,3640.406271182947,0.016224442
12987,3,753.51,56,0,2.4664098254587237,17507.369949108594,0.23552704
